Customer,ST,GENDER,Education,Customer Lifetime Value,Income,Monthly Premium Auto,Number of Open Complaints,Policy Type,Vehicle Class,Total Claim Amount,customer,st,gender,education,customer_lifetime_value,income,monthly_premium_auto,number_of_open_complaints,total_claim_amount,policy_type,vehicle_class,state
TS11219,California,M,College,1206745.60%,0.0,116.0,1/0/00,Personal Auto,SUV,1284.093173,,,,,,,,,,,,
XX12304,California,F,College,292497.67%,64459.0,72.0,1/0/00,Personal Auto,Four-Door Car,240.259479,,,,,,,,,,,,
SD64087,California,M,College,1501409.27%,32961.0,190.0,1/0/00,Corporate Auto,SUV,912.0,,,,,,,,,,,,
OY38576,Oregon,F,High School or Below,927723.38%,71416.0,116.0,1/0/00,Corporate Auto,SUV,556.8,,,,,,,,,,,,
BG76355,WA,F,Bachelor,627412.39%,68964.0,78.0,1/0/00,Personal Auto,Four-Door Car,115.086827,,,,,,,,,,,,
IP66913,Cali,M,High School or Below,388664.74%,78108.0,98.0,1/0/00,Personal Auto,Two-Door Car,470.4,,,,,,,,,,,,
LE95702,Cali,M,College,438627.76%,10621.0,67.0,1/0/00,Special Auto,Four-Door Car,321.6,,,,,,,,,,,,
KX54357,WA,M,College,1136526.77%,84910.0,95.0,1/0/00,Corporate Auto,Two-Door Car,383.167471,,,,,,,,,,,,
EZ78112,Cali,Femal,High School or Below,561096.43%,77493.0,70.0,1/0/00,Special Auto,Four-Door Car,307.963291,,,,,,,,,,,,
XN16891,Arizona,M,College,291289.20%,81097.0,74.0,1/0/00,Personal Auto,Four-Door Car,355.2,,,,,,,,,,,,
XK31350,Oregon,Femal,College,691572.99%,96610.0,85.0,1/0/00,Corporate Auto,Four-Door Car,520.364752,,,,,,,,,,,,
CC30924,Oregon,M,College,626266.33%,30110.0,159.0,1/0/00,Corporate Auto,Sports Car,466.436375,,,,,,,,,,,,
IT78748,Oregon,Femal,High School or Below,650339.70%,22081.0,84.0,1/0/00,Special Auto,Two-Door Car,451.670309,,,,,,,,,,,,
KY33386,WA,Femal,High School or Below,800739.94%,0.0,112.0,1/0/00,Personal Auto,Sports Car,537.6,,,,,,,,,,,,
CO44221,Cali,M,College,292991.65%,98473.0,72.0,1/0/00,Personal Auto,Four-Door Car,345.6,,,,,,,,,,,,
LK60013,Oregon,Femal,Bachelor,596955.30%,97431.0,74.0,1/0/00,Personal Auto,Four-Door Car,355.2,,,,,,,,,,,,
DE21533,Cali,M,Bachelor,547315.99%,93870.0,69.0,1/0/00,Personal Auto,Four-Door Car,331.2,,,,,,,,,,,,
YS94121,Nevada,M,High School or Below,564539.67%,50366.0,72.0,1/0/00,Personal Auto,Four-Door Car,428.734656,,,,,,,,,,,,
UK68427,WA,M,High School or Below,636926.24%,34498.0,83.0,1/0/00,Personal Auto,Two-Door Car,398.4,,,,,,,,,,,,
TE49565,Oregon,Femal,College,1183376.73%,16552.0,103.0,1/0/00,Personal Auto,SUV,494.4,,,,,,,,,,,,
RA88421,Oregon,Femal,College,612110.79%,26787.0,77.0,1/0/00,Personal Auto,Four-Door Car,369.6,,,,,,,,,,,,
KQ51983,Nevada,M,College,515936.97%,0.0,74.0,1/0/00,Personal Auto,Two-Door Car,831.752839,,,,,,,,,,,,
CD88896,Nevada,Femal,High School or Below,251459.20%,43860.0,65.0,1/0/00,Corporate Auto,Four-Door Car,156.124914,,,,,,,,,,,,
YV22553,Arizona,M,High School or Below,866861.13%,21474.0,114.0,1/2/00,Corporate Auto,SUV,373.428187,,,,,,,,,,,,
WU14435,Cali,M,Bachelor,496096.54%,18174.0,66.0,1/0/00,Corporate Auto,Four-Door Car,395.934815,,,,,,,,,,,,
XV84099,Arizona,Femal,Bachelor,550413.90%,0.0,73.0,1/0/00,Corporate Auto,Four-Door Car,350.4,,,,,,,,,,,,
RI24911,Arizona,Male,College,750745.54%,60920.0,64.0,1/0/00,Personal Auto,Two-Door Car,231.201886,,,,,,,,,,,,
KO26461,Arizona,Male,High School or Below,3226985.14%,41520.0,90.0,1/0/00,Personal Auto,Four-Door Car,289.904105,,,,,,,,,,,,
HI14283,Oregon,Femal,Bachelor,565703.16%,0.0,152.0,1/0/00,Personal Auto,SUV,729.6,,,,,,,,,,,,
PT50227,Arizona,Male,High School or Below,506175.79%,0.0,68.0,1/0/00,Personal Auto,Two-Door Car,326.4,,,,,,,,,,,,
BH36570,Cali,Male,Bachelor,591278.38%,72208.0,73.0,1/0/00,Personal Auto,Two-Door Car,350.4,,,,,,,,,,,,
TX17484,Cali,Femal,Bachelor,1518227.98%,53863.0,63.0,1/0/00,Personal Auto,Four-Door Car,105.765111,,,,,,,,,,,,
CT41158,WA,Male,College,1074703.09%,66446.0,136.0,1/0/00,Corporate Auto,SUV,639.464548,,,,,,,,,,,,
AO87348,WA,Male,College,205062.35%,0.0,61.0,1/0/00,Personal Auto,Four-Door Car,292.8,,,,,,,,,,,,
DE55857,WA,Femal,Bachelor,246544.49%,64997.0,63.0,1/1/00,Personal Auto,Four-Door Car,383.442328,,,,,,,,,,,,
LF66923,Nevada,Femal,High School or Below,534312.13%,64460.0,66.0,1/0/00,Corporate Auto,Two-Door Car,316.8,,,,,,,,,,,,
CN24514,Arizona,Femal,College,811982.91%,46618.0,67.0,1/0/00,Personal Auto,Four-Door Car,99.085943,,,,,,,,,,,,
UW32074,Oregon,Femal,College,460526.52%,0.0,64.0,1/0/00,Corporate Auto,Four-Door Car,307.2,,,,,,,,,,,,
HP36979,Cali,Male,College,640878.56%,49988.0,84.0,1/5/00,Personal Auto,Two-Door Car,566.935022,,,,,,,,,,,,
PP40919,Cali,Femal,College,237653.35%,0.0,91.0,1/5/00,Personal Auto,Two-Door Car,436.8,,,,,,,,,,,,
RO73268,Cali,M,Bachelor,321107.00%,16269.0,86.0,1/0/00,Corporate Auto,Two-Door Car,412.8,,,,,,,,,,,,
HO61691,Arizona,F,Bachelor,509452.23%,72006.0,64.0,1/0/00,Personal Auto,Four-Door Car,307.2,,,,,,,,,,,,
BS13062,Arizona,F,High School or Below,2575527.82%,0.0,81.0,1/2/00,Personal Auto,Four-Door Car,388.8,,,,,,,,,,,,
FO35655,Oregon,M,Bachelor,867222.97%,0.0,245.0,1/0/00,Corporate Auto,Luxury SUV,2345.413441,,,,,,,,,,,,
HR10526,Cali,M,Master,804473.07%,44320.0,67.0,1/0/00,Personal Auto,Four-Door Car,321.6,,,,,,,,,,,,
IA63417,Arizona,F,High School or Below,400151.91%,19782.0,108.0,1/0/00,Personal Auto,Two-Door Car,773.470977,,,,,,,,,,,,
BH35016,Nevada,F,Bachelor,1670611.70%,63933.0,70.0,1/0/00,Personal Auto,Two-Door Car,424.883448,,,,,,,,,,,,
PK52952,Arizona,M,Doctor,854441.11%,28224.0,109.0,1/0/00,Personal Auto,SUV,523.2,,,,,,,,,,,,
OD76309,WA,F,College,780531.29%,21073.0,106.0,1/1/00,Personal Auto,SUV,508.8,,,,,,,,,,,,
IL28481,Oregon,M,Bachelor,611275.69%,63243.0,77.0,1/0/00,Personal Auto,Four-Door Car,364.240307,,,,,,,,,,,,
GY55092,Nevada,M,High School or Below,477294.38%,20993.0,133.0,1/0/00,Personal Auto,SUV,638.4,,,,,,,,,,,,
UF33451,Oregon,F,Bachelor,1097909.56%,94827.0,135.0,1/0/00,Personal Auto,SUV,354.729129,,,,,,,,,,,,
CF15558,Cali,F,Master,500426.38%,39161.0,63.0,1/1/00,Personal Auto,Two-Door Car,283.995953,,,,,,,,,,,,
JM62924,WA,M,Bachelor,1322304.38%,37534.0,84.0,1/2/00,Personal Auto,Four-Door Car,403.2,,,,,,,,,,,,
EM66435,Oregon,F,Bachelor,262331.54%,80210.0,65.0,1/0/00,Corporate Auto,Four-Door Car,20.543176,,,,,,,,,,,,
QX45933,Cali,M,Bachelor,1784019.56%,0.0,62.0,1/0/00,Personal Auto,Four-Door Car,385.115437,,,,,,,,,,,,
JI71369,Cali,F,College,510611.18%,30110.0,64.0,1/0/00,Personal Auto,Four-Door Car,140.165035,,,,,,,,,,,,
JU93290,Arizona,F,College,1793060.45%,21708.0,68.0,1/0/00,Personal Auto,Four-Door Car,326.4,,,,,,,,,,,,
GU66096,Arizona,M,High School or Below,545734.26%,94731.0,67.0,1/0/00,Personal Auto,Four-Door Car,321.6,,,,,,,,,,,,
UC33108,Cali,M,Bachelor,656364.41%,32375.0,83.0,1/0/00,Personal Auto,Four-Door Car,398.4,,,,,,,,,,,,
LW93867,Oregon,M,College,481252.52%,16531.0,63.0,1/0/00,Corporate Auto,Four-Door Car,102.879769,,,,,,,,,,,,
OU78470,Arizona,F,Master,2932804.19%,32006.0,94.0,1/0/00,Corporate Auto,Four-Door Car,56.868289,,,,,,,,,,,,
XW90265,Arizona,F,Bachelor,577352.07%,81676.0,72.0,1/0/00,Personal Auto,Two-Door Car,463.158502,,,,,,,,,,,,
HS67749,Cali,M,College,684711.89%,71038.0,86.0,1/0/00,Corporate Auto,Four-Door Car,205.444066,,,,,,,,,,,,
VZ51506,Arizona,F,High School or Below,359531.29%,0.0,103.0,1/0/00,Corporate Auto,Sports Car,741.6,,,,,,,,,,,,
UI64281,Nevada,F,Master,2285561.21%,20832.0,65.0,1/0/00,Personal Auto,Two-Door Car,56.371967,,,,,,,,,,,,
AE98193,WA,M,High School or Below,785941.46%,0.0,113.0,1/0/00,Personal Auto,SUV,813.6,,,,,,,,,,,,
AZ74055,Oregon,M,High School or Below,411557.74%,52405.0,103.0,1/0/00,Personal Auto,Four-Door Car,494.4,,,,,,,,,,,,
XS76911,Arizona,F,High School or Below,502963.88%,0.0,133.0,1/0/00,Personal Auto,Sports Car,795.864079,,,,,,,,,,,,
AY40674,WA,F,Bachelor,482141.85%,26583.0,1005.0,1/4/00,Personal Auto,SUV,614.4,,,,,,,,,,,,
NA12740,Oregon,M,Master,500431.05%,25486.0,65.0,1/0/00,Special Auto,Two-Door Car,72.438681,,,,,,,,,,,,
UA84837,Arizona,M,College,863005.39%,24065.0,111.0,1/0/00,Corporate Auto,Four-Door Car,532.8,,,,,,,,,,,,
DJ51510,Arizona,F,High School or Below,932208.51%,70435.0,116.0,1/0/00,Personal Auto,Four-Door Car,67.881546,,,,,,,,,,,,
VM58985,Cali,M,College,1672756.06%,0.0,76.0,1/2/00,Personal Auto,Two-Door Car,402.636829,,,,,,,,,,,,
OH60605,Oregon,F,High School or Below,365253.24%,39679.0,92.0,1/0/00,Personal Auto,Two-Door Car,641.388616,,,,,,,,,,,,
UO98052,Nevada,M,College,615860.12%,0.0,89.0,1/0/00,Personal Auto,Four-Door Car,342.481173,,,,,,,,,,,,
NC53424,Cali,M,Bachelor,437608.40%,0.0,69.0,1/4/00,Personal Auto,Two-Door Car,331.2,,,,,,,,,,,,
LQ13873,Nevada,M,High School or Below,556945.62%,53565.0,71.0,1/1/00,Personal Auto,Four-Door Car,340.8,,,,,,,,,,,,
LA97014,WA,M,Bachelor,257651.30%,37574.0,66.0,1/1/00,Personal Auto,Two-Door Car,412.101933,,,,,,,,,,,,
NB79936,WA,M,Bachelor,834698.32%,48259.0,108.0,1/0/00,Personal Auto,Two-Door Car,73.700573,,,,,,,,,,,,
NT89061,Arizona,F,High School or Below,632392.39%,78532.0,78.0,1/0/00,Personal Auto,Four-Door Car,374.4,,,,,,,,,,,,
AF10970,Arizona,F,Bachelor,597314.34%,96163.0,73.0,1/0/00,Corporate Auto,Four-Door Car,350.4,,,,,,,,,,,,
ZG48513,Cali,M,Bachelor,470667.70%,0.0,72.0,1/0/00,Personal Auto,Four-Door Car,345.6,,,,,,,,,,,,
JQ59145,Cali,Male,High School or Below,809341.03%,0.0,114.0,1/1/00,Personal Auto,Sports Car,722.024742,,,,,,,,,,,,
FE84989,WA,Male,College,503574.46%,72672.0,63.0,1/0/00,Personal Auto,Four-Door Car,259.361117,,,,,,,,,,,,
JT52858,Oregon,F,Bachelor,902786.72%,99002.0,112.0,1/1/00,Personal Auto,Four-Door Car,537.6,,,,,,,,,,,,
MC62068,California,Male,High School or Below,728888.48%,79494.0,91.0,1/0/00,Personal Auto,Four-Door Car,396.295614,,,,,,,,,,,,
EU27538,Oregon,Male,Master,1804247.94%,35704.0,225.0,1/0/00,Personal Auto,Luxury Car,358.281562,,,,,,,,,,,,
RH42306,Arizona,F,Bachelor,499206.30%,0.0,71.0,1/0/00,Corporate Auto,Four-Door Car,653.388564,,,,,,,,,,,,
US23612,Oregon,F,High School or Below,910226.78%,26049.0,118.0,1/0/00,Personal Auto,Two-Door Car,121.032372,,,,,,,,,,,,
WV76014,Arizona,Male,Doctor,254040.77%,70125.0,64.0,1/0/00,Special Auto,Four-Door Car,92.813396,,,,,,,,,,,,
RK96223,California,Male,College,1294189.19%,52369.0,110.0,1/1/00,Personal Auto,SUV,528.0,,,,,,,,,,,,
MF82000,WA,female,Bachelor,236534.86%,0.0,66.0,1/2/00,Special Auto,Four-Door Car,159.636956,,,,,,,,,,,,
FM46980,Arizona,Male,College,572076.51%,41770.0,72.0,1/0/00,Personal Auto,Four-Door Car,476.156957,,,,,,,,,,,,
SY56792,Oregon,Male,High School or Below,703553.41%,0.0,101.0,1/0/00,Corporate Auto,Four-Door Car,727.2,,,,,,,,,,,,
RF61565,California,M,College,263697.77%,31911.0,67.0,1/0/00,Personal Auto,Four-Door Car,321.6,,,,,,,,,,,,
IM94808,Nevada,M,Bachelor,539583.20%,70051.0,68.0,1/0/00,Corporate Auto,Four-Door Car,42.078345,,,,,,,,,,,,
VI14730,Oregon,M,High School or Below,838263.01%,19683.0,117.0,1/1/00,Personal Auto,Sports Car,561.6,,,,,,,,,,,,
YR34119,WA,F,College,3116174.52%,30916.0,112.0,1/0/00,Personal Auto,SUV,200.11606,,,,,,,,,,,,
RR77985,Oregon,F,Bachelor,288774.23%,0.0,80.0,1/0/00,Personal Auto,Four-Door Car,676.944023,,,,,,,,,,,,
QD28391,Washington,M,College,742584.53%,84302.0,62.0,1/0/00,Personal Auto,Four-Door Car,76.609295,,,,,,,,,,,,
WV17090,California,M,Bachelor,2558572.78%,0.0,116.0,1/0/00,Corporate Auto,SUV,830.623064,,,,,,,,,,,,
TM23514,Oregon,M,College,1027260.82%,60145.0,132.0,1/0/00,Personal Auto,SUV,580.473259,,,,,,,,,,,,
MQ68407,Oregon,F,Bachelor,437636.36%,63774.0,111.0,1/0/00,Personal Auto,Four-Door Car,60.036683,,,,,,,,,,,,
GJ59592,California,F,Bachelor,531889.66%,25134.0,67.0,1/0/00,Corporate Auto,Four-Door Car,321.6,,,,,,,,,,,,
FY56083,Oregon,M,Bachelor,471976.22%,37057.0,61.0,1/1/00,Personal Auto,Four-Door Car,47.53101,,,,,,,,,,,,
UA94723,Oregon,F,High School or Below,442803.16%,58577.0,110.0,1/0/00,Personal Auto,SUV,303.872752,,,,,,,,,,,,
FW91032,California,M,High School or Below,587917.61%,85857.0,73.0,1/0/00,Corporate Auto,Four-Door Car,100.620067,,,,,,,,,,,,
DE34457,Oregon,F,Doctor,941690.85%,70602.0,116.0,1/0/00,Personal Auto,SUV,481.339891,,,,,,,,,,,,
HD32044,Oregon,F,Master,828815.56%,33816.0,106.0,1/2/00,Corporate Auto,Four-Door Car,508.8,,,,,,,,,,,,
HH30454,Oregon,M,Bachelor,3265483.83%,0.0,153.0,1/0/00,Personal Auto,SUV,1101.6,,,,,,,,,,,,
AH84063,Oregon,F,College,471945.01%,89642.0,121.0,1/4/00,Corporate Auto,SUV,86.320022,,,,,,,,,,,,
QA17596,California,F,Bachelor,390347.48%,60068.0,98.0,1/0/00,Personal Auto,Two-Door Car,470.4,,,,,,,,,,,,
XI41052,California,F,Bachelor,545725.97%,50044.0,139.0,1/0/00,Personal Auto,SUV,667.2,,,,,,,,,,,,
DI30528,California,F,Master,272535.64%,36650.0,69.0,1/1/00,Personal Auto,Four-Door Car,56.60333,,,,,,,,,,,,
SC66359,Arizona,F,College,443397.37%,50653.0,110.0,1/0/00,Corporate Auto,SUV,262.865172,,,,,,,,,,,,
EN61670,Arizona,F,Doctor,533246.27%,68931.0,66.0,1/0/00,Personal Auto,Four-Door Car,309.577946,,,,,,,,,,,,
DQ10761,Oregon,M,Bachelor,231509.50%,0.0,73.0,1/1/00,Corporate Auto,Four-Door Car,350.4,,,,,,,,,,,,
BQ51587,California,F,College,541195.37%,0.0,73.0,1/0/00,Personal Auto,Four-Door Car,365.364581,,,,,,,,,,,,
JE21522,California,M,Bachelor,958733.23%,39266.0,80.0,1/0/00,Personal Auto,Four-Door Car,384.0,,,,,,,,,,,,
WS47147,California,M,College,2210350.72%,0.0,102.0,1/0/00,Personal Auto,SUV,489.6,,,,,,,,,,,,
ZA64638,Nevada,F,High School or Below,976494.53%,0.0,98.0,1/1/00,Personal Auto,Four-Door Car,705.6,,,,,,,,,,,,
EW38459,Nevada,F,Bachelor,256715.15%,40864.0,65.0,1/0/00,Corporate Auto,Four-Door Car,9.51528,,,,,,,,,,,,
QW87316,Oregon,F,College,265062.28%,39035.0,68.0,1/0/00,Personal Auto,Four-Door Car,244.564334,,,,,,,,,,,,
IC43478,California,M,Bachelor,1126436.33%,34923.0,98.0,1/0/00,Personal Auto,Two-Door Car,639.105556,,,,,,,,,,,,
TE34064,California,M,High School or Below,216852.35%,0.0,63.0,1/0/00,Personal Auto,Four-Door Car,453.6,,,,,,,,,,,,
WU60905,California,F,High School or Below,861066.75%,0.0,111.0,1/0/00,Corporate Auto,SUV,532.8,,,,,,,,,,,,
YM18992,California,F,College,283464.62%,24506.0,71.0,1/0/00,Personal Auto,Two-Door Car,511.2,,,,,,,,,,,,
PD55753,Oregon,M,High School or Below,893013.97%,0.0,82.0,1/0/00,Personal Auto,Four-Door Car,554.522969,,,,,,,,,,,,
KU56006,Arizona,F,College,553638.70%,52220.0,70.0,1/1/00,Personal Auto,Four-Door Car,336.0,,,,,,,,,,,,
MJ69973,Arizona,M,High School or Below,284085.43%,0.0,74.0,1/0/00,Personal Auto,Two-Door Car,402.449823,,,,,,,,,,,,
TW43626,California,M,College,808288.10%,53554.0,67.0,1/0/00,Personal Auto,Four-Door Car,327.020539,,,,,,,,,,,,
XX84133,California,M,Bachelor,525473.43%,34476.0,67.0,1/1/00,Corporate Auto,Four-Door Car,5.3953,,,,,,,,,,,,
ZW84453,Arizona,F,Bachelor,511623.76%,0.0,70.0,1/0/00,Personal Auto,Four-Door Car,131.401291,,,,,,,,,,,,
HO29524,California,M,College,303464.70%,68205.0,76.0,1/0/00,Personal Auto,Two-Door Car,99.382943,,,,,,,,,,,,
VE89726,California,female,High School or Below,802489.99%,0.0,119.0,1/1/00,Personal Auto,SUV,856.8,,,,,,,,,,,,
GE87503,California,M,High School or Below,1821114.32%,53690.0,154.0,1/0/00,Personal Auto,SUV,739.2,,,,,,,,,,,,
PX90263,Oregon,M,High School or Below,512156.33%,0.0,72.0,1/0/00,Personal Auto,Four-Door Car,518.4,,,,,,,,,,,,
NI17718,California,female,High School or Below,215017.86%,0.0,61.0,1/0/00,Personal Auto,Four-Door Car,292.8,,,,,,,,,,,,
FY32213,California,female,High School or Below,559538.99%,74454.0,71.0,1/0/00,Personal Auto,Four-Door Car,340.8,,,,,,,,,,,,
RZ13254,Nevada,female,Bachelor,756282.40%,0.0,73.0,1/0/00,Personal Auto,Four-Door Car,350.4,,,,,,,,,,,,
GN45013,Oregon,M,High School or Below,538585.32%,29664.0,71.0,1/0/00,Personal Auto,Four-Door Car,340.8,,,,,,,,,,,,
NM39588,Washington,F,Doctor,267805.83%,72450.0,66.0,1/0/00,Corporate Auto,Four-Door Car,84.218363,,,,,,,,,,,,
KU84464,Nevada,female,Bachelor,942256.79%,47272.0,79.0,1/3/00,Personal Auto,Four-Door Car,64.546877,,,,,,,,,,,,
YH43527,Oregon,female,College,360586.03%,21585.0,92.0,1/0/00,Corporate Auto,Four-Door Car,441.6,,,,,,,,,,,,
RO30676,California,female,College,776259.06%,23827.0,106.0,1/2/00,Personal Auto,Four-Door Car,37.910623,,,,,,,,,,,,
QL59704,Arizona,female,College,2344490.05%,69906.0,74.0,1/2/00,Corporate Auto,Four-Door Car,202.860399,,,,,,,,,,,,
QH19450,California,female,High School or Below,255817.82%,0.0,72.0,1/0/00,Corporate Auto,Four-Door Car,345.6,,,,,,,,,,,,
SA54664,Washington,M,Master,265438.10%,73196.0,66.0,1/1/00,Personal Auto,Four-Door Car,85.809817,,,,,,,,,,,,
CI38330,Washington,M,Bachelor,254978.61%,72217.0,6464.0,1/0/00,Personal Auto,Four-Door Car,91.146661,,,,,,,,,,,,
WB38524,California,M,High School or Below,296959.33%,46131.0,74.0,1/0/00,Personal Auto,Two-Door Car,355.2,,,,,,,,,,,,
CE56187,Oregon,female,Master,436312.46%,54514.0,109.0,1/3/00,Personal Auto,SUV,286.234931,,,,,,,,,,,,
JL19416,California,female,High School or Below,588430.86%,0.0,161.0,1/0/00,Personal Auto,SUV,1159.2,,,,,,,,,,,,
JZ61422,Nevada,female,College,527219.16%,96668.0,66.0,1/0/00,Personal Auto,Four-Door Car,316.8,,,,,,,,,,,,
LA13377,California,M,Doctor,550989.57%,78879.0,69.0,1/1/00,Personal Auto,Four-Door Car,466.570791,,,,,,,,,,,,
NC99948,Nevada,M,College,1631368.35%,0.0,69.0,1/0/00,Personal Auto,Four-Door Car,331.2,,,,,,,,,,,,
QD34785,Arizona,female,Bachelor,567805.02%,0.0,76.0,1/0/00,Personal Auto,Four-Door Car,364.8,,,,,,,,,,,,
RO26085,California,female,Bachelor,1210120.88%,0.0,112.0,1/0/00,Personal Auto,Sports Car,1252.406235,,,,,,,,,,,,
ES57969,Oregon,M,Bachelor,245357.08%,29735.0,69.0,1/0/00,Personal Auto,Four-Door Car,331.2,,,,,,,,,,,,
JK55587,California,M,High School or Below,507566.27%,23082.0,65.0,1/0/00,Special Auto,Four-Door Car,312.0,,,,,,,,,,,,
RN97635,Arizona,M,Bachelor,321497.94%,53984.0,80.0,1/0/00,Corporate Auto,Four-Door Car,421.484456,,,,,,,,,,,,
BI76326,California,female,College,1227534.31%,52135.0,156.0,1/0/00,Personal Auto,SUV,430.505942,,,,,,,,,,,,
JA34909,California,female,College,272221.07%,17576.0,71.0,1/0/00,Corporate Auto,Four-Door Car,398.502948,,,,,,,,,,,,
OJ90342,Oregon,female,Bachelor,245744.09%,29486.0,62.0,1/0/00,Personal Auto,Four-Door Car,7.646763,,,,,,,,,,,,
CM88932,Oregon,female,Master,355484.53%,58557.0,88.0,1/0/00,Corporate Auto,Four-Door Car,55.510526,,,,,,,,,,,,
JJ97525,California,M,Bachelor,492954.97%,25632.0,63.0,1/0/00,Personal Auto,Two-Door Car,351.270869,,,,,,,,,,,,
XV21647,California,female,High School or Below,803645.03%,0.0,112.0,1/0/00,Personal Auto,Sports Car,806.4,,,,,,,,,,,,
MC83487,Arizona,M,Bachelor,427691.53%,18768.0,68.0,1/3/00,Corporate Auto,Four-Door Car,647.454583,,,,,,,,,,,,
BL90769,California,female,Bachelor,3347334.95%,33190.0,106.0,1/0/00,Personal Auto,SUV,508.8,,,,,,,,,,,,
CR57148,Oregon,female,Master,596058.14%,47945.0,74.0,1/0/00,Personal Auto,Two-Door Car,128.43823,,,,,,,,,,,,
CP85232,Arizona,M,College,4479546.94%,58778.0,126.0,1/0/00,Special Auto,SUV,302.033971,,,,,,,,,,,,
YL74732,California,female,High School or Below,383211.81%,15192.0,100.0,1/0/00,Personal Auto,SUV,480.0,,,,,,,,,,,,
FG16766,California,female,Bachelor,683793.26%,51859.0,171.0,1/0/00,Personal Auto,SUV,1003.160633,,,,,,,,,,,,
NV55438,Nevada,female,High School or Below,528526.82%,23422.0,72.0,1/0/00,Personal Auto,Two-Door Car,518.4,,,,,,,,,,,,
RM10880,California,female,College,309651.12%,21604.0,79.0,1/0/00,Corporate Auto,Four-Door Car,379.2,,,,,,,,,,,,
GL56175,Arizona,M,College,358971.07%,79298.0,90.0,1/0/00,Personal Auto,Four-Door Car,244.362072,,,,,,,,,,,,
UK52289,Arizona,female,Bachelor,258240.85%,76731.0,64.0,1/0/00,Special Auto,Four-Door Car,201.455005,,,,,,,,,,,,
OT85112,Washington,M,College,340391.94%,38460.0,88.0,1/1/00,Personal Auto,Four-Door Car,91.55098,,,,,,,,,,,,
BC62782,Arizona,F,College,1357567.60%,48534.0,115.0,1/1/00,Personal Auto,SUV,552.0,,,,,,,,,,,,
TI19722,Washington,M,Doctor,343613.43%,30817.0,88.0,1/0/00,Corporate Auto,Four-Door Car,91.834668,,,,,,,,,,,,
JP30654,Oregon,F,College,2868582.79%,48412.0,104.0,1/0/00,Personal Auto,SUV,707.430832,,,,,,,,,,,,
UM45563,Washington,M,Bachelor,450267.97%,68798.0,114.0,1/0/00,Personal Auto,SUV,92.915251,,,,,,,,,,,,
EN60878,Oregon,M,Bachelor,618311.15%,23712.0,85.0,1/0/00,Personal Auto,Four-Door Car,376.126419,,,,,,,,,,,,
JF36291,California,M,College,387364.70%,28142.0,105.0,1/0/00,Personal Auto,Sports Car,701.708239,,,,,,,,,,,,
BK59444,California,F,Master,1892933.06%,72196.0,68.0,1/0/00,Personal Auto,Four-Door Car,152.184244,,,,,,,,,,,,
MK70700,California,M,Master,555329.58%,68197.0,69.0,1/0/00,Personal Auto,Four-Door Car,176.819414,,,,,,,,,,,,
IW71076,California,M,Bachelor,501125.92%,75248.0,63.0,1/0/00,Corporate Auto,Four-Door Car,104.454624,,,,,,,,,,,,
AP98768,California,F,College,1044244.63%,0.0,98.0,1/0/00,Personal Auto,Four-Door Car,941.718054,,,,,,,,,,,,
OM24164,Nevada,M,Bachelor,219961.78%,0.0,65.0,1/1/00,Personal Auto,Two-Door Car,468.0,,,,,,,,,,,,
HR85211,Washington,female,Master,512317.09%,89879.0,63.0,1/0/00,Personal Auto,Two-Door Car,94.030308,,,,,,,,,,,,
VC87846,Oregon,M,High School or Below,748431.05%,46998.0,96.0,1/0/00,Corporate Auto,Four-Door Car,460.8,,,,,,,,,,,,
ZM92052,Oregon,M,Bachelor,261302.31%,57099.0,67.0,1/0/00,Personal Auto,Two-Door Car,67.859881,,,,,,,,,,,,
ON73702,Arizona,F,Bachelor,908063.97%,33897.0,114.0,1/0/00,Corporate Auto,SUV,539.843003,,,,,,,,,,,,
QQ90441,Nevada,F,High School or Below,1377097.62%,59207.0,116.0,1/0/00,Personal Auto,Four-Door Car,556.8,,,,,,,,,,,,
HU35721,Oregon,M,High School or Below,287682.29%,40171.0,73.0,1/0/00,Personal Auto,Four-Door Car,350.4,,,,,,,,,,,,
YP47665,Washington,M,Doctor,540891.15%,80192.0,67.0,1/0/00,Personal Auto,Four-Door Car,95.193157,,,,,,,,,,,,
FU99476,Washington,M,High School or Below,677030.68%,74422.0,85.0,1/1/00,Personal Auto,Four-Door Car,95.338505,,,,,,,,,,,,
AG85615,Oregon,M,College,2414387.56%,0.0,87.0,1/0/00,Special Auto,Four-Door Car,626.4,,,,,,,,,,,,
OY74069,Arizona,F,College,353805.95%,0.0,67.0,1/5/00,Personal Auto,Four-Door Car,321.6,,,,,,,,,,,,
DJ91267,Nevada,F,Bachelor,2909123.94%,34226.0,244.0,1/0/00,Personal Auto,Luxury SUV,494.395024,,,,,,,,,,,,
KB72438,California,F,High School or Below,1983420.12%,65989.0,123.0,1/1/00,Personal Auto,SUV,115.545086,,,,,,,,,,,,
TR67616,Oregon,M,High School or Below,473136.70%,30686.0,61.0,1/0/00,Corporate Auto,Four-Door Car,19.938981,,,,,,,,,,,,
GF65731,California,F,Master,3553784.60%,0.0,113.0,1/0/00,Personal Auto,Sports Car,799.926741,,,,,,,,,,,,
HB67642,Arizona,F,High School or Below,3461137.90%,20090.0,109.0,1/0/00,Personal Auto,Sports Car,523.2,,,,,,,,,,,,
